N12109,BOEING,757-224,Fixed Wing Multi-Engine,Turbo-Jet,1994
N12114,BOEING,757-224,Fixed Wing Multi-Engine,Turbo-Jet,1995
N12116,BOEING,757-224,Fixed Wing Multi-Engine,Turbo-Jet,1996
N12122,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2003
N12125,BOEING,757-224,Fixed Wing Multi-Engine,Turbo-Jet,1998
N12126,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2003
N12135,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2003
N12136,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2003
N12142,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2003
N12145,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2003
N12157,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N12160,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N12163,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N12166,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N12167,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N12172,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N12175,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N12195,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2005
N121DE,BOEING,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1987
N121UA,BOEING,747-422,Fixed Wing Multi-Engine,Turbo-Fan,1999
N121UW,AIRBUS INDUSTRIE,A320-214,Fixed Wing Multi-Engine,Turbo-Fan,2000
N12201,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2006
N12216,BOEING,737-824,Fixed Wing Multi-Engine,Turbo-Fan,1998
N12218,BOEING,737-824,Fixed Wing Multi-Engine,Turbo-Fan,1998
N12221,BOEING,737-824,Fixed Wing Multi-Engine,Turbo-Fan,1998
N12225,BOEING,737-824,Fixed Wing Multi-Engine,Turbo-Fan,1998
N12238,BOEING,737-824,Fixed Wing Multi-Engine,Turbo-Fan,1999
N122UA,BOEING,747-422,Fixed Wing Multi-Engine,Turbo-Fan,1999
N122US,AIRBUS INDUSTRIE,A320-214,Fixed Wing Multi-Engine,Turbo-Fan,2000
N12313,BOEING,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1985
N12318,BOEING,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1986
N12319,BOEING,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1986
N12322,BOEING,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1986
N12327,BOEING,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1986
N12349,BOEING,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1987
N123UW,AIRBUS INDUSTRIE,A320-214,Fixed Wing Multi-Engine,Turbo-Fan,2000
N124DE,BOEING,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1987
N124US,AIRBUS INDUSTRIE,A320-214,Fixed Wing Multi-Engine,Turbo-Fan,2000
N12519,EMBRAER,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N12528,EMBRAER,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,
N12530,EMBRAER,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N12540,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N12552,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N12563,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N12564,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N12567,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N12569,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N125DL,BOEING,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1988
N126AT,BOEING,737-76N,Fixed Wing Multi-Engine,Turbo-Fan,2004
N126DL,BOEING,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1988
N127DL,BOEING,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1988
N128DL,BOEING,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1988
N128UA,BOEING,747-422,Fixed Wing Multi-Engine,Turbo-Fan,2000
N12900,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N12921,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N12922,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N12924,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N12934,EMBRAER,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1997
N12946,EMBRAER,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1998
N12957,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1998
N12967,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1999
N12996,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N129DL,BOEING,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1988
N1309T,DOUGLAS,DC-9-31,Fixed Wing Multi-Engine,Turbo-Jet,1968
N130DL,BOEING,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1988
N13110,BOEING,757-224,Fixed Wing Multi-Engine,Turbo-Jet,1994
N13113,BOEING,757-224,Fixed Wing Multi-Engine,Turbo-Jet,1995
N13118,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N13123,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2003
N13124,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2003
N13132,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2003
N13133,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2003
N13138,BOEING,757-224,Fixed Wing Multi-Engine,Turbo-Jet,1999
N13161,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N131DN,BOEING,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1990
N13202,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2006
N13248,BOEING,737-824,Fixed Wing Multi-Engine,Turbo-Fan,1999
N132DN,BOEING,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1991
N1332U,MCDONNELL DOUGLAS,DC-9-31,Fixed Wing Multi-Engine,Turbo-Jet,1969
N1334U,DOUGLAS,DC-9-31,Fixed Wing Multi-Engine,Turbo-Jet,1970
N133DN,BOEING,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1991
N134DL,BOEING,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1991
N13538,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N13550,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N13553,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N13566,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N135DL,BOEING,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1991
N13624,BOEING,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1995
N136DL,BOEING,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1991
N13716,BOEING,737-724,Fixed Wing Multi-Engine,Turbo-Jet,1998
N13718,BOEING,737-724,Fixed Wing Multi-Engine,Turbo-Jet,1999
N13720,BOEING,737-724,Fixed Wing Multi-Engine,Turbo-Jet,1999
N13750,BOEING,737-724,Fixed Wing Multi-Engine,Turbo-Jet,1999
N137DL,BOEING,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1991
N138DL,BOEING,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1991
N13903,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N13908,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N13913,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N13914,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N13929,EMBRAER,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1997
N13935,EMBRAER,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1997
N13936,EMBRAER,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1997
N13949,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1998
N13955,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1998
N13956,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1998
N13958,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1998
N13964,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1999
N13965,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1999
N13968,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1999
N13969,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1999
N13970,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1999
N13975,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1999
N13978,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1999
N13979,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1999
N13988,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N13989,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N13990,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N13992,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N13994,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N13995,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N13997,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N139DL,BOEING,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1992
N1402A,BOEING,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1993
N140LL,BOEING,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1993
N14102,BOEING,757-224,Fixed Wing Multi-Engine,Turbo-Jet,1994
N14105,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N14106,BOEING,757-224,Fixed Wing Multi-Engine,Turbo-Jet,1994
N14107,BOEING,757-224,Fixed Wing Multi-Engine,Turbo-Jet,1994
N14115,BOEING,757-224,Fixed Wing Multi-Engine,Turbo-Jet,1995
N14116,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N14117,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N14118,BOEING,757-224,Fixed Wing Multi-Engine,Turbo-Jet,1997
N14120,BOEING,757-224,Fixed Wing Multi-Engine,Turbo-Jet,1997
N14121,BOEING,757-224,Fixed Wing Multi-Engine,Turbo-Jet,1997
N14125,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2003
N14143,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2003
N14148,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2003
N14153,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2003
N14158,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N14162,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N14168,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N14171,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N14173,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N14174,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2004
N14177,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2005
N14179,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2005
N14180,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2005
N14186,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2005
N14188,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2005
N14198,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2006
N14203,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2006
N14204,EMBRAER,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,2006
N14214,BOEING,737-824,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14219,BOEING,737-824,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14230,BOEING,737-824,Fixed Wing Multi-Engine,Turbo-Fan,1999
N14231,BOEING,737-824,Fixed Wing Multi-Engine,Turbo-Fan,1999
N14237,BOEING,737-824,Fixed Wing Multi-Engine,Turbo-Fan,1999
N14242,BOEING,737-824,Fixed Wing Multi-Engine,Turbo-Fan,1999
N14250,BOEING,737-824,Fixed Wing Multi-Engine,Turbo-Fan,1999
N14308,BOEING,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1985
N14320,BOEING,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1986
N14324,BOEING,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1986
N14325,BOEING,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1986
N14334,BOEING,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1986
N14335,BOEING,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1986
N14336,BOEING,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1987
N14337,BOEING,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1987
N14341,BOEING,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1987
N14342,BOEING,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1987
N14346,BOEING,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1987
N14347,BOEING,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1987
N14358,BOEING,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1988
N143DA,BOEING,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1998
N144DA,BOEING,767-332,Fixed Wing Multi-Engine,Turbo-Fan,1999
N14505,EMBRAER,EMB-135ER,Fixed Wing Multi-Engine,Turbo-Jet,1999
N14508,EMBRAER,EMB-135ER,Fixed Wing Multi-Engine,Turbo-Jet,2000
N14514,EMBRAER,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N14516,EMBRAER,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N14522,EMBRAER,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N14542,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N14543,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N14558,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,
N14562,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N14568,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N14570,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N14573,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2002
N14601,BOEING,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1994
N14604,BOEING,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1994
N14605,BOEING,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1994
N14609,BOEING,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1994
N14613,BOEING,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1994
N14628,BOEING,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1995
N14629,BOEING,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1965
N14639,BOEING,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1997
N14645,BOEING,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1997
N14652,BOEING,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14653,BOEING,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14654,BOEING,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14655,BOEING,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14664,BOEING,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14667,BOEING,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14668,BOEING,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14704,BOEING,737-724,Fixed Wing Multi-Engine,Turbo-Jet,1998
N14731,BOEING,737-724,Fixed Wing Multi-Engine,Turbo-Jet,1999
N14735,BOEING,737-724,Fixed Wing Multi-Engine,Turbo-Jet,1999
N14902,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N14904,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N14905,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N14907,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N14916,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N14920,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N14923,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N14925,EMBRAER,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1996
N14930,EMBRAER,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1997
N14933,EMBRAER,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1997
N14937,EMBRAER,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1997
N14938,EMBRAER,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1997
N14939,EMBRAER,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1997
N14940,EMBRAER,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1997
N14942,EMBRAER,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1997
N14943,EMBRAER,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1998
N14945,EMBRAER,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1998
N14947,EMBRAER,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,1998
N14950,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14952,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14953,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14959,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14960,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14972,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1999
N14974,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1999
N14977,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,1999
N14991,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N14993,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N14998,EMBRAER,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2000
N149AT,BOEING,737-76N,Fixed Wing Multi-Engine,Turbo-Fan,2004
N1501P,BOEING,767-3P6,Fixed Wing Multi-Engine,Turbo-Fan,1990
N152DL,BOEING,767-3P6,Fixed Wing Multi-Engine,Turbo-Fan,1990
N153DL,BOEING,767-3P6,Fixed Wing Multi-Engine,Turbo-Fan,1990
N154AW,BOEING,737-3G7,Fixed Wing Multi-Engine,Turbo-Jet,1987
N154DL,BOEING,767-3P6,Fixed Wing Multi-Engine,Turbo-Fan,1991
N154SF,CANADAIR,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,1996
